КодНИС;НаименованиеНоменклатуры;ВидДлины;Производитель;ГОСТ;МаркаСтали;Диаметр;Диаметр;Размер2;Стенка;ТипПроизводства;РегионСклада;Склад;ИмеетсяЦенаТовара;ЦенаЗаТонну;ЦенаЗаТонну1;ЦенаЗаТонну2;ЦенаЗаМетр;ЦенаЗаМетр1;ЦенаЗаМетр2
"52674";"ТРУБЫ б/ш х/д ГОСТ 9567-75, ГОСТ 8733-74 Группа В, Ст10, 10 П * 1 П, МР, ПНТЗ";"МР";"ПНТЗ";"9567-75, 8733-74, В";"10";10;10;0;1;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"52680";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 3.5  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;3.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";160614.99;157402.69;153387.32;158.44;155.27;151.31
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";163347.74;158447.31;151247.91;161.14;156.3;149.2
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";0;0;0;0;0;0
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"59";"Склад г. Пермь (ОАО ""Центральный Агроснаб"")";"Нет";0;0;0;0;0;0
"52706";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"52742";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 2.5  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;2.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52742";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 2.5  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;2.5;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"52742";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 2.5  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;2.5;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"52748";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 2  , НБ, ПНТЗ";"НБ";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;2;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"52753";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст35, 19 * 3.5  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"35";19;19;0;3.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";146171.16;143247.74;139593.46;195.56;191.65;186.76
"52785";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 16 * 1.6  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";16;16;0;1.6;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52785";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 16 * 1.6  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";16;16;0;1.6;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"52789";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 16 * 1.5  , НБ, ПНТЗ";"НБ";"ПНТЗ";"8734-75, 8733-74, В";"20";16;16;0;1.5;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"52841";"ТРУБЫ х/д тонк крекинг ГОСТ 550-75 Группа А, Ст10, 38 * 2  , МР, ПНТЗ";"МР";"ПНТЗ";"550-75, А";"10";38;38;0;2;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"52843";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 25 * 1  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";25;25;0;1;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52862";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 19 * 2  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";19;19;0;2;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52864";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 19 * 1.5  , НБ, ПНТЗ";"НБ";"ПНТЗ";"8734-75, 8733-74, В";"20";19;19;0;1.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52913";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 8 * 0.8  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";8;8;0;0.8;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"52916";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 7 * 2.5  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";7;7;0;2.5;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"52931";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 9 * 0.5  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";9;9;0;0.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52933";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 0.8  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;0.8;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"52948";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 1.5  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;1.5;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"52951";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 1.4  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;1.4;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52953";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 3.5  , КР, ПНТЗ";"КР";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;3.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"53008";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;2;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"53008";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;2;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"53008";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;2;"Холоднодеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"53008";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;2;"Холоднодеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"53008";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;2;"Холоднодеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
"53008";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;2;"Холоднодеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"53008";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;2;"Холоднодеформированные трубы";"59";"Склад г. Пермь (ОАО ""Центральный Агроснаб"")";"Нет";0;0;0;0;0;0
"53008";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;2;"Холоднодеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"53013";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 3  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;3;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"53013";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 3  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;3;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"53013";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 3  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;3;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"53017";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"53017";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"53017";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"24";"Склад г. Красноярск (ООО Торговый дом ""МеталлПромГарант"")";"Нет";0;0;0;0;0;0
"53017";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"53017";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"53017";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
"53017";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"53017";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"53017";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"53018";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 1.5  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;1.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
